cycle,sense_sec,compute_sec,transfer_sec,idle_sec,total_sec
203,0.01009988784790039,0.0201113224029541,0.01011347770690918,0.005113124847412109,0.04543781280517578
204,0.01011514663696289,0.020112037658691406,0.010116100311279297,0.005131959915161133,0.04547524452209473
205,0.01011347770690918,0.020116567611694336,0.010115385055541992,0.005115985870361328,0.045461416244506836
206,0.010114669799804688,0.020116329193115234,0.010112524032592773,0.005115509033203125,0.04545903205871582
207,0.010116338729858398,0.020113468170166016,0.010113239288330078,0.005115509033203125,0.04545855522155762
208,0.010114431381225586,0.02011251449584961,0.010113239288330078,0.0051157474517822266,0.0454559326171875
209,0.010114192962646484,0.020112276077270508,0.0101165771484375,0.0051157474517822266,0.04545879364013672
210,0.010111331939697266,0.020116329193115234,0.010115623474121094,0.0051157474517822266,0.04545903205871582
211,0.010114192962646484,0.020131349563598633,0.010116100311279297,0.005116462707519531,0.045478105545043945
212,0.010114908218383789,0.020107269287109375,0.010113000869750977,0.005115985870361328,0.04545116424560547
213,0.010114908218383789,0.02011585235595703,0.010115623474121094,0.005115985870361328,0.04546236991882324
214,0.010072708129882812,0.020111799240112305,0.010113000869750977,0.00511622428894043,0.04541373252868652
215,0.010114669799804688,0.02011561393737793,0.010115861892700195,0.0050966739654541016,0.045442819595336914
216,0.010111093521118164,0.020117521286010742,0.0101165771484375,0.0051136016845703125,0.04545879364013672
217,0.010112285614013672,0.02011704444885254,0.010139942169189453,0.005113124847412109,0.04548239707946777
218,0.01009511947631836,0.02011585235595703,0.010116338729858398,0.005116462707519531,0.04544377326965332
219,0.010115385055541992,0.020113229751586914,0.010116815567016602,0.005115985870361328,0.045461416244506836
220,0.010111808776855469,0.020113229751586914,0.0101165771484375,0.00511622428894043,0.04545783996582031
221,0.010115385055541992,0.020116806030273438,0.010116100311279297,0.005140066146850586,0.04548835754394531
222,0.010114669799804688,0.020116806030273438,0.010116815567016602,0.005116701126098633,0.04546499252319336
223,0.010114669799804688,0.020109176635742188,0.01011347770690918,0.00511932373046875,0.045456647872924805
224,0.010114908218383789,0.020114898681640625,0.010116100311279297,0.005121469497680664,0.045467376708984375
225,0.010111570358276367,0.020113229751586914,0.010114431381225586,0.005115985870361328,0.045455217361450195
226,0.010114908218383789,0.020112991333007812,0.010112762451171875,0.005101203918457031,0.04544186592102051
227,0.010110855102539062,0.020116567611694336,0.0101165771484375,0.00511622428894043,0.04546022415161133
228,0.01014089584350586,0.02011585235595703,0.010116338729858398,0.005115985870361328,0.04548907279968262
229,0.010113716125488281,0.020113468170166016,0.010116100311279297,0.005116462707519531,0.045459747314453125
230,0.01011514663696289,0.02011585235595703,0.010116338729858398,0.00511622428894043,0.04546356201171875
231,0.010111570358276367,0.020113229751586914,0.010118722915649414,0.005115985870361328,0.04545950889587402
232,0.010114908218383789,0.020116567611694336,0.0101165771484375,0.005112648010253906,0.04546070098876953
233,0.010111808776855469,0.020116329193115234,0.010116338729858398,0.0051136016845703125,0.045458078384399414
234,0.01011514663696289,0.02010965347290039,0.010113239288330078,0.005113363265991211,0.04545140266418457
235,0.010111808776855469,0.020116329193115234,0.010115861892700195,0.0051136016845703125,0.04545760154724121
236,0.010112285614013672,0.020113229751586914,0.010113716125488281,0.005116462707519531,0.0454556941986084
